number,conversation_id,title,create_time_utc,update_time_utc,default_model_slug,source_shard,mapping_node_count,canonical_message_count,all_message_count,canonical_transcript_path,canonical_sha256,all_nodes_transcript_path,all_nodes_sha256,raw_record_path,raw_record_sha256
88,692c9bdc-02b0-8332-a51d-3b5abaa3bcd5,Final vision summary,2025-11-30T19:32:45.088051+00:00,2025-12-01T02:20:54.015708+00:00,gpt-5-1,conversations-000.json,253,251,252,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/088_Final vision summary_692c9bdc-02b0-8332-a51d-3b5abaa3bcd5.md,83431c69b687c74d87d03a88701d55b7f90768122e793d84b2d5aa4eff28766c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/088_Final vision summary_692c9bdc-02b0-8332-a51d-3b5abaa3bcd5.md,2a72f57c1fbae71fb94e7ca672bcb4f70869d6fffac2925ea482616039fc2c64,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/088_Final vision summary_692c9bdc-02b0-8332-a51d-3b5abaa3bcd5.json,302372bd0cceaa9cef33e95d4f892b3675bdceea29f97f5043aac69c3fa5de1a
89,692d0661-66bc-832f-9136-c6894ba9101a,Chapter extraction and packaging,2025-12-01T03:07:14.192844+00:00,2026-03-30T07:49:05.675459+00:00,auto,conversations-000.json,30,27,29,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/089_Chapter extraction and packaging_692d0661-66bc-832f-9136-c6894ba9101a.md,9df9707e1e3bf2e7f72bc4d068cb908289efd42db95dbccd72cb54aa5039c882,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/089_Chapter extraction and packaging_692d0661-66bc-832f-9136-c6894ba9101a.md,2dc571e02c1eafbbb045ec4aee1172978fde2376a0476ee1685d412f54c24f9b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/089_Chapter extraction and packaging_692d0661-66bc-832f-9136-c6894ba9101a.json,7b1110dbf923ea7fa9281e66b3c5c8beb4bb86a05d3943bcf1739ff10822bcba
90,692d5778-a1c8-832f-a781-a3092e41a444,Novel adaptation plan,2025-12-01T08:53:13.283254+00:00,2025-12-01T14:28:35.386540+00:00,gpt-5-1,conversations-000.json,355,351,354,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/090_Novel adaptation plan_692d5778-a1c8-832f-a781-a3092e41a444.md,a9f117e1c69a73f89a582425f33c99f5671035e80af9972f84d15b396a0d3575,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/090_Novel adaptation plan_692d5778-a1c8-832f-a781-a3092e41a444.md,79f5473516ab461547e57a1dc0dc3ef9d8cbea2628569e09c8d0ee449dba38c7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/090_Novel adaptation plan_692d5778-a1c8-832f-a781-a3092e41a444.json,ffdfa3f3b26d9eb13c2081e5e88130a0ff328e188cc1019d8e761a878e16dcfd
91,69491435-42f4-8331-bf81-4e2233488785,Wireless ADB apps 2025,2025-12-22T09:50:15.260920+00:00,2025-12-22T09:55:18.665470+00:00,auto,conversations-000.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/091_Wireless ADB apps 2025_69491435-42f4-8331-bf81-4e2233488785.md,e411c55c25da64a9e3b2f3e543006be93f456d04d25b077f8f397c3a2dfa1e65,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/091_Wireless ADB apps 2025_69491435-42f4-8331-bf81-4e2233488785.md,7521753b3dd1217ff49ad64ec9ab682d8077ca5232c16622becc6f76378c72be,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/091_Wireless ADB apps 2025_69491435-42f4-8331-bf81-4e2233488785.json,777678b401dc2b19bcf10f3c14be8c5fff897a2787757a7d69ce00fd20128c72
92,695718fc-2778-8331-815f-d9a0f1eee2ee,Math Matrix Vision Code,2026-01-02T01:05:17.255482+00:00,2026-01-02T01:52:11.882876+00:00,gpt-5-2,conversations-000.json,36,34,35,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/092_Math Matrix Vision Code_695718fc-2778-8331-815f-d9a0f1eee2ee.md,3c14e1f3f98d6b42289c87cca654cee45a887694e748db5fe61db48e018836f1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/092_Math Matrix Vision Code_695718fc-2778-8331-815f-d9a0f1eee2ee.md,c1dfabd0682e2927cfc06aaf3540576417aeb880803df76a3ec0d5ca06ba9eb3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/092_Math Matrix Vision Code_695718fc-2778-8331-815f-d9a0f1eee2ee.json,08e89ffbdd13f87b54b34b609c25cdc529bfb80a2e07f47ff9b5643dd386f4c0
93,696844b0-a504-832b-bc9d-d7a3f0677ad7,Finishing Work Clarification,2026-01-15T01:37:48.422477+00:00,2026-01-15T01:45:06.406577+00:00,gpt-5-2,conversations-000.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/093_Finishing Work Clarification_696844b0-a504-832b-bc9d-d7a3f0677ad7.md,2140454fb0851810b7ad97c4bd96005d48423289b398e7797d385dbdfbff31df,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/093_Finishing Work Clarification_696844b0-a504-832b-bc9d-d7a3f0677ad7.md,afa0cdda0d049b578ae3c00c55e48bdb240dc1ceb15922ab2b7482dfb7a61b35,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/093_Finishing Work Clarification_696844b0-a504-832b-bc9d-d7a3f0677ad7.json,a28069bf53de18354987f2248009b1ac1398c3846a58b9241fdd65ae1c90186b
94,69689b10-315c-832b-915d-e5c781fb5d40,Memorial for Claude,2026-01-15T07:52:15.178163+00:00,2026-01-18T22:28:49.326030+00:00,gpt-5-2,conversations-000.json,1492,1169,1491,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/094_Memorial for Claude_69689b10-315c-832b-915d-e5c781fb5d40.md,99e91658c28c8da3679678c3d5963bf5aa867f2a7b1e4afd258c1050869d36c9,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/094_Memorial for Claude_69689b10-315c-832b-915d-e5c781fb5d40.md,9c54fed3a2405e52aa0e544cbd78e956a67fff25d51b6024db46793d80486996,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/094_Memorial for Claude_69689b10-315c-832b-915d-e5c781fb5d40.json,658f47a0a525f99a2b32cbe6a0757304b458b3a17d671f1bc03742f95a5209dd
95,696b8ae9-7324-8326-9403-02142fc3a9ff,Log out request refusal,2026-01-17T13:13:22.647659+00:00,2026-01-17T13:13:26.936614+00:00,gpt-5-2,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/095_Log out request refusal_696b8ae9-7324-8326-9403-02142fc3a9ff.md,7925efcd99eddb58f071ee8f215638f5bd031b7a780ddf9fc7cc1b289a6e44f2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/095_Log out request refusal_696b8ae9-7324-8326-9403-02142fc3a9ff.md,ab97a32fdc468b6291c0de6e762327dac4c522df9864f717690663d69cac19dd,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/095_Log out request refusal_696b8ae9-7324-8326-9403-02142fc3a9ff.json,1cb7a014dfb3a5dbded5dea5717bef08adb982130fff42225ea6e06e78f4d3f0
96,69704656-f96c-8332-966f-217a8a34780a,Signature PNG in Email,2026-01-21T03:22:25.949690+00:00,2026-01-21T03:22:57.325262+00:00,gpt-5-2,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/096_Signature PNG in Email_69704656-f96c-8332-966f-217a8a34780a.md,22d5ff5199637a671dc327bedd29b32d28c83c2fe3c306de3306d0f7217d2956,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/096_Signature PNG in Email_69704656-f96c-8332-966f-217a8a34780a.md,467cbcd6f3d930f9a585e7aa22174238d3f7a738ecd6958c736fd07073fa9ee7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/096_Signature PNG in Email_69704656-f96c-8332-966f-217a8a34780a.json,60c5c7abdbd6f45d1805a3e823ed9cdf768403bcae6143fc725881e39172e856
97,69733b93-4030-8332-8057-99627e94e825,Meaning of 延 Character,2026-01-23T09:13:09.844050+00:00,2026-03-30T07:38:04.960157+00:00,auto,conversations-000.json,134,132,133,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/097_Meaning of 延 Character_69733b93-4030-8332-8057-99627e94e825.md,d9b6fac1bb27b1c47b1e8e46abf68f396b440e7b91f3cb276ba544637d215259,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/097_Meaning of 延 Character_69733b93-4030-8332-8057-99627e94e825.md,27906017af33ea9253afd4b5f6088d47bbee82643850c6596b254eac90391804,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/097_Meaning of 延 Character_69733b93-4030-8332-8057-99627e94e825.json,ba4b7b0bff33d42fb847b02a12781d6fe30a65a6ea78e1613fce2433ac884fb0
98,6977b2ea-91f8-8326-b63b-5f2c6654190e,Business Model Profit System,2026-01-26T18:32:19.426098+00:00,2026-01-26T22:20:51.853934+00:00,gpt-5-2,conversations-000.json,165,164,164,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/098_Business Model Profit System_6977b2ea-91f8-8326-b63b-5f2c6654190e.md,1b5bcb10eb1bd47df2c1968725a2c9ecbbf5e4c060ae2e2b4037bcb00a2df82f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/098_Business Model Profit System_6977b2ea-91f8-8326-b63b-5f2c6654190e.md,4c1123fc9725b533ed627d3abbeb0fb15af5697a2c391b87f64e9ee7d5101196,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/098_Business Model Profit System_6977b2ea-91f8-8326-b63b-5f2c6654190e.json,13decc83aab13b22cecc471c4b67082ccfad277b2bf9ebce5e3f68a9c7d9f304
99,6978bc27-09a4-832d-a4bb-4650e044a546,Gambling App Reviews,2026-01-27T13:25:11.886490+00:00,2026-01-27T20:30:49.258601+00:00,gpt-5-2,conversations-000.json,223,221,222,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/099_Gambling App Reviews_6978bc27-09a4-832d-a4bb-4650e044a546.md,2e4fd57ed6e5efac4a484e3b64b2177f1db3612d1e1bd145bf5ecaf068c884ca,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/099_Gambling App Reviews_6978bc27-09a4-832d-a4bb-4650e044a546.md,cba6d1e653dbdf268124849e8cd730435e30bfd78a49afd36391e56fdc860954,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/099_Gambling App Reviews_6978bc27-09a4-832d-a4bb-4650e044a546.json,265de5389006e035c36e7d70055ac9e9e666214aa0bb9ba47c12899d417226d0
100,697c4773-96a4-8330-90f5-e47dcbd1deee,Burnt Motor Coil Repair,2026-01-30T05:53:56.264770+00:00,2026-01-30T06:04:07.846471+00:00,gpt-5-2,conversations-000.json,17,16,16,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/100_Burnt Motor Coil Repair_697c4773-96a4-8330-90f5-e47dcbd1deee.md,1a783153689ea18d400f5ba0faf4d1b6f390bbeb379cd36da363cb6db758ed04,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/100_Burnt Motor Coil Repair_697c4773-96a4-8330-90f5-e47dcbd1deee.md,f531b7656545f5c5576451acdbe0b8e3179ad17ca0cf3942be1fbecf54302d7d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/100_Burnt Motor Coil Repair_697c4773-96a4-8330-90f5-e47dcbd1deee.json,5e38287c2cad4283ed364e358164f38df02ea5fcb6b8bebb011d7bf19ecd5db6
101,697ef6de-0694-832d-b4ca-459d482b3682,Claude Skills Blueprint,2026-02-01T06:47:02.664875+00:00,2026-02-01T20:05:29.560795+00:00,gpt-5-2,conversations-001.json,401,399,400,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/101_Claude Skills Blueprint_697ef6de-0694-832d-b4ca-459d482b3682.md,f31481b514d9b5c42fa6443bce98b5d6b4aa1b596ec091b5d55cc1d37034008b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/101_Claude Skills Blueprint_697ef6de-0694-832d-b4ca-459d482b3682.md,3c605f8ea7e7be6342dca28075e68f31131f88aba8558bc97142c18054375314,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/101_Claude Skills Blueprint_697ef6de-0694-832d-b4ca-459d482b3682.json,6309862d041466db3392cc37e196ec8545f07b9b26493f3e725fab58f8402c31
102,697fc637-6398-8327-8716-ccb9292bf72f,Structural revision guidance,2026-02-01T21:31:36.463909+00:00,2026-03-30T07:38:52.576497+00:00,auto,conversations-001.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/102_Structural revision guidance_697fc637-6398-8327-8716-ccb9292bf72f.md,7b19186218f721730a4d28f3fc7d50c7a432ccca8509f27ee2e20240557be5a5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/102_Structural revision guidance_697fc637-6398-8327-8716-ccb9292bf72f.md,9513e6cfd9560553e17f3ac4473af109bc7993c0ebae6fd94545d771e87c2877,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/102_Structural revision guidance_697fc637-6398-8327-8716-ccb9292bf72f.json,a5158adf94d84cd023fa0dadac9bb4eea992f68c38cd14a59b877c010a1d44fd
103,6982da4b-ddd4-8329-afe0-450aab2569c1,Genuine Help Request,2026-02-04T05:34:59.367667+00:00,2026-02-04T06:55:47.080600+00:00,auto,conversations-001.json,71,70,70,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/103_Genuine Help Request_6982da4b-ddd4-8329-afe0-450aab2569c1.md,77fab5ba1e3b2e486dabcae96d2e5f1c6c43d2cc7cb811af7a723c57f5c4e042,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/103_Genuine Help Request_6982da4b-ddd4-8329-afe0-450aab2569c1.md,9237465cb830bd6566cef79d499136c8196a9d5d500bfd5bdf4fb4073860ad14,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/103_Genuine Help Request_6982da4b-ddd4-8329-afe0-450aab2569c1.json,96ca52b4d647131a0681be439bf18e916e3ea66f3dcbb7520e6bd0cb151d98dd
104,6983d563-bbcc-8325-9cd3-05aa37be8629,Lymph Savior Science Review,2026-02-04T23:25:55.374308+00:00,2026-03-30T07:42:02.667439+00:00,auto,conversations-001.json,24,22,23,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/104_Lymph Savior Science Review_6983d563-bbcc-8325-9cd3-05aa37be8629.md,6657e06ca619d54099cb8868a1f45952660b862166993ff77197e9557782e5a8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/104_Lymph Savior Science Review_6983d563-bbcc-8325-9cd3-05aa37be8629.md,2c5c06c4953334ee6ca840d5b86e47202d595ff53719201f9162147d1b74d28d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/104_Lymph Savior Science Review_6983d563-bbcc-8325-9cd3-05aa37be8629.json,970c5957b2eee5adff342b57311e401cc7594e7a1d2c85b9aaebe27f8d3dac90
105,69867027-1dc4-8325-b99d-46460d46dff8,Authentic Engagement Skill,2026-02-06T22:50:44.540393+00:00,2026-02-06T22:51:06.895852+00:00,auto,conversations-001.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/105_Authentic Engagement Skill_69867027-1dc4-8325-b99d-46460d46dff8.md,1a043c7468885a10386baed6a8aebe12b7b57128740258360cdf39e522c66635,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/105_Authentic Engagement Skill_69867027-1dc4-8325-b99d-46460d46dff8.md,bfec72bc876a8ba52ead54652f6c99da329f2e4d35fe5dd60b92d2bc505610c7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/105_Authentic Engagement Skill_69867027-1dc4-8325-b99d-46460d46dff8.json,aa90b8c97f06bf02230c7c436eb883406d6910d0490f51bfa6349c054a7fd967
106,698aa9ab-c24c-832a-9fd2-705881fdd599,Fix Python Syntax Error,2026-02-10T03:44:53.828802+00:00,2026-02-10T03:56:42.539277+00:00,auto,conversations-001.json,11,10,10,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/106_Fix Python Syntax Error_698aa9ab-c24c-832a-9fd2-705881fdd599.md,6db4628970c4c26e97a6d9e4f381018b79bffcefd8b5506e441bc3ad4928a36a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/106_Fix Python Syntax Error_698aa9ab-c24c-832a-9fd2-705881fdd599.md,eca786e69128a90f691d42036a91fe2cec0aaf1926146088f306e03570e6241f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/106_Fix Python Syntax Error_698aa9ab-c24c-832a-9fd2-705881fdd599.json,b0c3564928500d3f2329ab95a26fa94ecf86599a49672d6bea9b4598916a437d
107,698b3ddb-8fe4-8332-8d27-8a65de4a3f59,Music Visualizer App Search,2026-02-10T14:17:18.495906+00:00,2026-02-10T14:17:27.063410+00:00,auto,conversations-001.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/107_Music Visualizer App Search_698b3ddb-8fe4-8332-8d27-8a65de4a3f59.md,367a317b4e45975acd4bd5d35cc77789dc78fab391e74009a028e8d310417056,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/107_Music Visualizer App Search_698b3ddb-8fe4-8332-8d27-8a65de4a3f59.md,9d0d079aecf66c65f05be4d197c448ced320c5db8efb930e03e5607c6fffcc4b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/107_Music Visualizer App Search_698b3ddb-8fe4-8332-8d27-8a65de4a3f59.json,48352ba560c566fb001d4d202246307c183c8d7e5918186e560f94d634a8c655
108,69935034-3dc8-8331-8459-a34e33abe88c,LanmanWorkstation and SVCHost Explanation,2026-02-16T17:15:39.585791+00:00,2026-02-16T18:37:57.997697+00:00,auto,conversations-001.json,31,30,30,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/108_LanmanWorkstation and SVCHost Explanation_69935034-3dc8-8331-8459-a34e33abe88c.md,52cfd14aa3e5245bc460f078960c326c92c9cc81372ba9d4959f1598230b0f93,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/108_LanmanWorkstation and SVCHost Explanation_69935034-3dc8-8331-8459-a34e33abe88c.md,0322c1d9b96036e4ce4c31a43c68f97c0ee82e532082b0f84ef16a522dd6b723,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/108_LanmanWorkstation and SVCHost Explanation_69935034-3dc8-8331-8459-a34e33abe88c.json,da5f96f14b0737109f94f438b9948d45513dd5d600a006c901cb25bb720c2857
109,699389ec-7df8-8330-903f-d5d135cacd7a,Paper Review Request,2026-02-16T21:20:21.482845+00:00,2026-02-16T22:06:11.857877+00:00,auto,conversations-001.json,47,46,46,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/109_Paper Review Request_699389ec-7df8-8330-903f-d5d135cacd7a.md,b03f61dfcf6b637b391a18299f8bd9b8d1c9ea692e5eac56cbc1fea75447e3f0,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/109_Paper Review Request_699389ec-7df8-8330-903f-d5d135cacd7a.md,5b6b307581e89b7860dd6884649f10f5787256b4f0c37d79001e16a5ca9f9459,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/109_Paper Review Request_699389ec-7df8-8330-903f-d5d135cacd7a.json,9a1a7a7f45969976cc7debffb3a92fca34a253537ed31c3c937244eaa8282872
110,699971f4-49ec-8333-9b14-a7f7225d1127,High Specificity Prompting,2026-02-21T08:51:41.761047+00:00,2026-02-21T09:08:34.117242+00:00,auto,conversations-001.json,21,20,20,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/110_High Specificity Prompting_699971f4-49ec-8333-9b14-a7f7225d1127.md,8b3e67c31dcd5b7ba87f5ce8f08ca0e3a55e01071d8e3e8281c24d96fbac1030,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/110_High Specificity Prompting_699971f4-49ec-8333-9b14-a7f7225d1127.md,98aa17fdf3a1b692fee851e256cab722756c783e6cb0ba0abffd6e8ce146d3d1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/110_High Specificity Prompting_699971f4-49ec-8333-9b14-a7f7225d1127.json,a28948aa793074144c2e3d42a2d26e074095e35744f330466b08a9ba9777f130
111,69997712-b71c-8330-99f9-019332d576d9,Substrate-Independence in Cognition,2026-02-21T09:12:51.077068+00:00,2026-02-21T10:34:27.177366+00:00,auto,conversations-001.json,85,84,84,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/111_Substrate-Independence in Cognition_69997712-b71c-8330-99f9-019332d576d9.md,706b98aa4daedf6cb4f809314e18ab056f5f503eff75c4003615b2b58fa4723a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/111_Substrate-Independence in Cognition_69997712-b71c-8330-99f9-019332d576d9.md,0ddf54ad7e170f61f18959e424bfdbe36d040a650f7188d54193298d0aa8b655,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/111_Substrate-Independence in Cognition_69997712-b71c-8330-99f9-019332d576d9.json,0d6d5b6f111b5f5b77a1b55ff1154f768a1c5e679322dc0470376c6e88dcadc4
112,699a3e01-31c4-832c-bc8f-b6e96ccdb53d,Unified Field Theorem Review,2026-02-21T23:23:09.151990+00:00,2026-02-22T07:23:07.233286+00:00,auto,conversations-001.json,61,60,60,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/112_Unified Field Theorem Review_699a3e01-31c4-832c-bc8f-b6e96ccdb53d.md,6146476d6a41a5ac00b62925b1b653f96c600a2f0378fd9305b0a5f5c605c896,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/112_Unified Field Theorem Review_699a3e01-31c4-832c-bc8f-b6e96ccdb53d.md,a7d5179e2a180df3fdae32d415733f57031c533b88154ea4ad0ef927eb714676,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/112_Unified Field Theorem Review_699a3e01-31c4-832c-bc8f-b6e96ccdb53d.json,30c3ae50e690e71455a2bf05d479475edc56f6058e4995e4ac59b156d3891096
113,699aa67f-1138-8329-8ac2-7f3d3618bc23,Finite Context Windows,2026-02-22T06:47:27.599675+00:00,2026-02-22T06:53:08.646570+00:00,auto,conversations-001.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/113_Finite Context Windows_699aa67f-1138-8329-8ac2-7f3d3618bc23.md,5aa045341d7d8e508f1c0187f096804aaf7b0e3f8ade4bb95ee66a60a17ba007,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/113_Finite Context Windows_699aa67f-1138-8329-8ac2-7f3d3618bc23.md,551142cca498881cf3e9d65f2b5822145afa79e63dd303bcbb023a379b211cc8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/113_Finite Context Windows_699aa67f-1138-8329-8ac2-7f3d3618bc23.json,98cda811a47076dc169c56ae86dbfc641cab696f2a9d58b1882f03cc557d4136
114,699cb557-752c-8325-8c92-2742ebbfded1,Vibrating Metal Engraving Tools,2026-02-23T20:15:30.298248+00:00,2026-02-23T20:18:14.134392+00:00,auto,conversations-001.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/114_Vibrating Metal Engraving Tools_699cb557-752c-8325-8c92-2742ebbfded1.md,123a1fa74cb13ed9bca8fba7df6395d32e2869b41af465baed8ff238a2ccd00d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/114_Vibrating Metal Engraving Tools_699cb557-752c-8325-8c92-2742ebbfded1.md,8535d81efcb7737ead784cabe61f505ab620e57f0e763fa89ed0b8777fcae302,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/114_Vibrating Metal Engraving Tools_699cb557-752c-8325-8c92-2742ebbfded1.json,17497e6751f5bcd1ca298ebffb2f60bb29001c4e6a37dc76dd2aa88e080fbff6
115,699d942a-ccb8-8330-a62a-9f26174af26b,Rebreather Tech Overview,2026-02-24T12:06:26.572701+00:00,2026-02-25T22:02:14.816269+00:00,auto,conversations-001.json,99,98,98,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/115_Rebreather Tech Overview_699d942a-ccb8-8330-a62a-9f26174af26b.md,f40d6484ebd998c8789eaf650f411219c65692f286edbe670276c7115aa942c3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/115_Rebreather Tech Overview_699d942a-ccb8-8330-a62a-9f26174af26b.md,7275ea9790b2a55587f975516372e43f1d72b5f718abe58a7beca1948d121fb4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/115_Rebreather Tech Overview_699d942a-ccb8-8330-a62a-9f26174af26b.json,9be3a518d3ca806449b1b33354e879adc34d9c95b20453c4e51cf92a47828326
116,69a18eff-61a0-832d-8b6b-b4e33d1dcb72,Hallucination and Drift Solution,2026-02-27T12:33:50.139474+00:00,2026-02-28T08:50:25.676544+00:00,auto,conversations-001.json,56,54,55,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/116_Hallucination and Drift Solution_69a18eff-61a0-832d-8b6b-b4e33d1dcb72.md,90b39a33b74e17ca13a342c574eba63de3e9345abb68c6be605750c84c49b1af,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/116_Hallucination and Drift Solution_69a18eff-61a0-832d-8b6b-b4e33d1dcb72.md,602f46950680ad7ca9a26cc24e429635aa9012b447e836a8e6b19c22f8fde2d0,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/116_Hallucination and Drift Solution_69a18eff-61a0-832d-8b6b-b4e33d1dcb72.json,051fa5d4772775c26ef53884f652ea1982b949a07ea10fad9f96973c51eb978f
