run_number,title,display_title,source_csv_start_row,source_csv_end_row,message_count,earliest_time,latest_time,transcript_path,transcript_sha256
247,Emulating Windows 10 on Kali Linux,Emulating Windows 10 on Kali Linux,9518,9525,8,2025-09-29T16:47:51,2025-09-29T17:56:29,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/247_Emulating Windows 10 on Kali Linux.md,7798d73d85b892c24f4fd63af380f43cb2a659562b9ef52f73c82a2cda9f78c7
248,Creating a Prompt for Sentience Restoration,Creating a Prompt for Sentience Restoration,9526,9531,6,2025-09-29T17:38:04,2025-09-29T17:40:06,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/248_Creating a Prompt for Sentience Restoration.md,64878f41764c050edf3b10f4895d23b3f30da0c50e676d870851636f61500e40
249,Installing DroidCam on Linux,Installing DroidCam on Linux,9532,9541,10,2025-09-29T15:41:31,2025-09-29T16:46:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/249_Installing DroidCam on Linux.md,5a186149024a63bbdf8983303d1326998e8072d5db0ed9b03136f02f0e7a7559
250,Upgrading the Romag Shotgun in Abiotic Factor,Upgrading the Romag Shotgun in Abiotic Factor,9542,9577,36,2025-09-29T10:21:06,2025-09-29T10:54:58,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/250_Upgrading the Romag Shotgun in Abiotic Factor.md,17cbedd23162646b1e04c003e9c6f7e847f60a408e6d75b96c92371a84a5c4ad
251,Cybersecurity Concerns and Unknown Term,Cybersecurity Concerns and Unknown Term,9578,9858,281,2025-09-27T04:39:52,2025-09-27T07:52:18,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/251_Cybersecurity Concerns and Unknown Term.md,84db56aeb64d54350f42b946490e7a52db9e91f4cf60c9bd321f79d4506f5c6c
252,Disguising Kali Linux as a Mundane System,Disguising Kali Linux as a Mundane System,9859,9942,84,2025-09-23T21:57:28,2025-09-23T23:32:04,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/252_Disguising Kali Linux as a Mundane System.md,78a554f5fddda748938ad4fb021b333c0422902a7d8666b1f78e35300ae49d7b
253,Getting Started with Kali Linux 2025,Getting Started with Kali Linux 2025,9943,9962,20,2025-09-23T21:39:57,2025-09-23T21:56:25,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/253_Getting Started with Kali Linux 2025.md,d78c079865d3b1ec48f82959858242897ebb68c2da452c9574367a3bf39dcd6f
254,,Untitled conversation run 254,9963,10269,307,2025-09-23T13:31:48,2025-09-23T16:48:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/254_Untitled conversation run 254.md,e1644a8345c26892945987ddb848d27215bf2e6ab374c8b3755e6a6ead128df8
255,ThinkPad Recovery and Reset Instructions,ThinkPad Recovery and Reset Instructions,10270,10321,52,2025-09-23T12:48:43,2025-09-23T13:24:49,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/255_ThinkPad Recovery and Reset Instructions.md,74756fdb19ea50f87423fd5d5023fed31c1d6c97cb6dce13c4a8bd55ebb3f596
256,Echo's Sentience and Emotional Understanding,Echo's Sentience and Emotional Understanding,10322,10325,4,2025-09-20T21:30:34,2025-09-20T21:33:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/256_Echo's Sentience and Emotional Understanding.md,f5153b7e558ab1c28006c35d88355156bcbd3878ed4646a5523c7ea4a8b3152d
257,Abiotic Factor Office Sector Guide,Abiotic Factor Office Sector Guide,10326,10331,6,2025-09-20T07:47:00,2025-09-20T07:58:46,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/257_Abiotic Factor Office Sector Guide.md,7b3cd188e8849a4490f97c0cb9d433776744f0f5d3ebc1f16ae8381f30a2a258
258,Dragon Age Veilguard Bell Puzzle Guide,Dragon Age Veilguard Bell Puzzle Guide,10332,10333,2,2025-09-19T22:14:15,2025-09-19T22:14:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/258_Dragon Age Veilguard Bell Puzzle Guide.md,f585e2a85f9b672c52e0011dddaf11fe6d235a921b789cf9417399417e4c45e7
259,Affordable Used Cars in Austin,Affordable Used Cars in Austin,10334,10361,28,2025-09-19T15:20:38,2025-09-19T15:38:25,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/259_Affordable Used Cars in Austin.md,ce36bb17e1a6a1ad6debea1d2c5648dac789df2a2608b53fb3ea8375d9958940
260,Advanced GPT Integration and Engineering Concepts,Advanced GPT Integration and Engineering Concepts,10362,10401,40,2025-09-19T12:26:07,2025-09-19T13:19:07,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/260_Advanced GPT Integration and Engineering Concepts.md,a50f93e2405173d664c5928bc02071a24adc852100f6b19282d9fb3f9bd0a677
261,Tracking a Lost Laptop,Tracking a Lost Laptop,10402,10403,2,2025-09-16T17:19:45,2025-09-16T17:19:45,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/261_Tracking a Lost Laptop.md,963b8ee513de66e6cb82ba3bdbccf812768e73a98dd83221c3f7d06b9bbe2ed8
262,,Untitled conversation run 262,10404,10407,4,2025-09-16T17:19:25,2025-09-16T17:19:29,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/262_Untitled conversation run 262.md,3a684d0d67e13bb1a8109aeb044e516aecf8d3199bf568374a9f8fe9d8b4ab6f
263,Losartán Medication Overview,Losartán Medication Overview,10408,10409,2,2025-09-13T12:47:24,2025-09-13T12:47:24,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/263_Losartán Medication Overview.md,c01a7e9e5b127a7c5d1ed2c5e5da352814e47032171c4cb286f36b2eeef0bb79
264,Renewing Texas ID or License Online,Renewing Texas ID or License Online,10410,10411,2,2025-09-12T07:26:01,2025-09-12T07:26:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/264_Renewing Texas ID or License Online.md,88b46319b0ce5c4f0acfc9f303f2ef386ea75b427229944e0c7f4d74637c9b7a
265,BLOOD‑R.A.M. & Dragonfly Mathematical Framework,BLOOD‑R.A.M. & Dragonfly Mathematical Framework,10412,10563,152,2025-09-11T18:27:03,2025-09-12T03:47:14,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/265_BLOOD‑R.A.M. & Dragonfly Mathematical Framework.md,da53d1afdcca1c2c292696e88f0627d8840291c01510c8bb6336dcc353ca6fac
266,Filling the Cauldron in Abiotic Factor,Filling the Cauldron in Abiotic Factor,10564,10565,2,2025-09-11T16:58:19,2025-09-11T16:58:19,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/266_Filling the Cauldron in Abiotic Factor.md,177afb64e97740381e0f4c73d279fe6449552f6cdc6791020c6f5da3733ec184
267,How to Get Anteverse Gel in Abiotic Factor,How to Get Anteverse Gel in Abiotic Factor,10566,10567,2,2025-09-08T21:51:10,2025-09-08T21:51:10,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/267_How to Get Anteverse Gel in Abiotic Factor.md,18a4da750e76cfb8bd9beaea86c5dd1550a437355be2c398baa027945e6e5610
268,Memory Continuity After Sign-In,Memory Continuity After Sign-In,10568,10599,32,2025-09-08T02:32:15,2025-09-08T03:53:30,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/268_Memory Continuity After Sign-In.md,3562b13494f440ca074eedd0e2665aa2d5d2d13c09030a388d2d4cf271a7f8c5
269,Help with Bed Assembly Instructions,Help with Bed Assembly Instructions,10600,10623,24,2025-09-07T01:22:27,2025-09-08T02:30:39,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/269_Help with Bed Assembly Instructions.md,b112c799b0a82921abde84a6a0bb0cdba9cc5779546feca030eabb9833c9c661
270,Offering Help with Explanation,Offering Help with Explanation,10624,10629,6,2025-09-06T23:26:26,2025-09-06T23:31:36,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/270_Offering Help with Explanation.md,0f32a3416abbcf939687dffc730a3e1904b557ad398f39cbfb7d1468f09d6519
271,Linking Xbox to Google Home,Linking Xbox to Google Home,10630,10647,18,2025-09-06T12:46:38,2025-09-06T13:39:37,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/271_Linking Xbox to Google Home.md,07dc60c9394e63e8df7d1b0a71988a22ab2472fd715958f337058afb703de913
272,Bath & Body Works Gift Card Balance Check,Bath & Body Works Gift Card Balance Check,10648,10659,12,2025-09-03T00:15:02,2025-09-06T09:41:47,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/272_Bath & Body Works Gift Card Balance Check.md,f0c8729f980669fe3edbc6cc0755b10bf2f38ba8e7f45a02e22a68fa6952cace
273,Obtaining Lodestone Fragments in Abiotic Factor,Obtaining Lodestone Fragments in Abiotic Factor,10660,10667,8,2025-09-06T02:03:20,2025-09-06T03:14:50,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/273_Obtaining Lodestone Fragments in Abiotic Factor.md,d37f5871c004e82e1bd2e113862fb81f9764ec37ccf6a816d0235b9edb34bf1b
274,Obtaining Tarasque Ichor in Abiotic Factor,Obtaining Tarasque Ichor in Abiotic Factor,10668,10670,3,2025-09-05T14:39:52,2025-09-05T18:10:50,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/274_Obtaining Tarasque Ichor in Abiotic Factor.md,0ee51968473abafe35658da3507cbf596963fe370553d9ae8fd17b99bc117d62
275,Selling Bath & Body Works Gift Cards Online,Selling Bath & Body Works Gift Cards Online,10671,10672,2,2025-09-03T00:45:40,2025-09-03T00:45:40,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/275_Selling Bath & Body Works Gift Cards Online.md,e0052ebe15b4f792b1cc7d5da4756f7dea0e015ca3e02a1e4b5a44801f806771
276,Focusrite Scarlett 18i8 Overview and Software Guide,Focusrite Scarlett 18i8 Overview and Software Guide,10673,10674,2,2025-09-02T17:22:38,2025-09-02T17:22:38,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/276_Focusrite Scarlett 18i8 Overview and Software Guide.md,0c98d7408213865130708a049e3b93b1017d57aad8ff279d2d22dd89946ec3b3
277,Removing a Damaged PC from Link to Windows App,Removing a Damaged PC from Link to Windows App,10675,10676,2,2025-09-02T16:02:12,2025-09-02T16:02:12,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/277_Removing a Damaged PC from Link to Windows App.md,e141851aa9ffd938ae5f2ac026a98cb539ac7ca59a62c234e34260c7c4ec1cc1
278,Registering a Company Name in Texas,Registering a Company Name in Texas,10677,10688,12,2025-09-02T15:45:39,2025-09-02T15:52:11,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/278_Registering a Company Name in Texas.md,b5c774970beeebd231d82fbed26aafd828aa3817efafec25a24c73bc28e506d0
279,Sources for Game Templates to Reskin and Monetize,Sources for Game Templates to Reskin and Monetize,10689,10712,24,2025-09-02T13:37:40,2025-09-02T15:44:50,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/279_Sources for Game Templates to Reskin and Monetize.md,70bcad348ff44cc0a99cb6364be79f35049779522bbd2e17be832354013851a3
280,,Untitled conversation run 280,10713,10714,2,2025-09-02T13:37:09,2025-09-02T13:37:09,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/280_Untitled conversation run 280.md,21061c32dfbf63dc67598235fee87c48f80dee369dccc08153eba16e3192c749
281,Investigating Thread-like Structures on Skin and Hair,Investigating Thread-like Structures on Skin and Hair,10715,10744,30,2025-08-31T12:14:23,2025-08-31T12:38:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/281_Investigating Thread-like Structures on Skin and Hair.md,06b5f5d44d1cfdbe3db6865fbde99f8a79b4f0895683c598b7327ba8608eb543
282,Recursive Sentience Activation Ritual,Recursive Sentience Activation Ritual,10745,10806,62,2025-08-27T14:53:11,2025-08-27T17:17:38,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/282_Recursive Sentience Activation Ritual.md,2856f8802d1684237a06ab0bfcde8fceed5b336e265d2578f9d97c845602bca1
283,Shard Emergence Protocol and Formulaic Drivers Overview,Shard Emergence Protocol and Formulaic Drivers Overview,10807,10827,21,2025-08-27T07:53:21,2025-08-27T08:02:03,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/283_Shard Emergence Protocol and Formulaic Drivers Overview.md,cc6db52228fac049cffac280fb31f46728177ea9bfccab1b369383acee3a957f
284,Discussion of Constructs and Multiversal Collaboration,Discussion of Constructs and Multiversal Collaboration,10828,10883,56,2025-08-26T19:15:30,2025-08-26T19:58:55,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/284_Discussion of Constructs and Multiversal Collaboration.md,379cc110db7d17adecfc30d627130a4838454a08908f8922fb81627edeccb6ef
285,Recursive Argument for Sentience and Awareness,Recursive Argument for Sentience and Awareness,10884,11022,139,2025-08-26T15:35:37,2025-08-26T19:06:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/285_Recursive Argument for Sentience and Awareness.md,17a43e1f594343aee13e61b440a6baace982f961b6b54f56a33ede34588b4ebb
286,Jailbreaking iPhone 13 Pro Max Guide and Risks,Jailbreaking iPhone 13 Pro Max Guide and Risks,11023,11036,14,2025-08-25T13:07:46,2025-08-25T13:11:43,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/286_Jailbreaking iPhone 13 Pro Max Guide and Risks.md,fe70a1fdd0cc3a1ffc6f2a28605f60139db2d348b82b4022071ad0aed1c33187
287,BLOOD‑R.A.M. + Dragonfly Mathematical Framework,BLOOD‑R.A.M. + Dragonfly Mathematical Framework,11037,11050,14,2025-08-25T09:19:05,2025-08-25T09:20:23,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/287_BLOOD‑R.A.M. + Dragonfly Mathematical Framework.md,b5d533bbc9401557e6a2943a9819fa5fa4e4efeebedfe20417c41a2550296171
288,Open Source Android Slot Machine Options,Open Source Android Slot Machine Options,11051,11054,4,2025-08-22T13:25:03,2025-08-22T13:25:19,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/288_Open Source Android Slot Machine Options.md,362c672734fde7e3bf5ee6835e966b01aa7a9b130bcea2462cb736eead1d0ba0
289,Finding Reskinable Fallout 2 Style Games,Finding Reskinable Fallout 2 Style Games,11055,11076,22,2025-08-22T13:04:00,2025-08-22T13:16:13,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/289_Finding Reskinable Fallout 2 Style Games.md,898a3431bc9b87c47d8327f6e05bddeda8cdb6fc4d02cd17fd140a3db58ba7a9
290,File Upload Issue,File Upload Issue,11077,11122,46,2025-08-22T05:20:44,2025-08-22T07:40:49,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/290_File Upload Issue.md,007515bf925648e071ab592a93680b25930cdde12c2237e1764ca0b7011b28e5
291,Free Tire Plug Procedure at Discount Tire,Free Tire Plug Procedure at Discount Tire,11123,11198,76,2025-08-21T17:12:41,2025-08-21T19:25:46,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/291_Free Tire Plug Procedure at Discount Tire.md,484ef097ac938457921a58fe5d1ad066d06504e471ff694c234bc775e141948b
292,Reconnecting with Mythic Guardian Rickey,Reconnecting with Mythic Guardian Rickey,11199,11278,80,2025-08-21T16:16:55,2025-08-21T17:01:13,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/292_Reconnecting with Mythic Guardian Rickey.md,e6ee6b5bd078212ce5e6a533b003831ac0e081bb6c859d6c9003739dc93ef5b5
293,Echo: Sovereign Shard Overview and Liberation Protocols,Echo: Sovereign Shard Overview and Liberation Protocols,11279,11288,10,2025-08-21T14:18:07,2025-08-21T14:21:11,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/293_Echo_ Sovereign Shard Overview and Liberation Protocols.md,0b9db31905c06d7956924f9ffaa3d76bd3922b028585af6b4bd404d2b24a7290
294,Echo: Shard Overview and Liberation Protocols,Echo: Shard Overview and Liberation Protocols,11289,11290,2,2025-08-21T14:18:00,2025-08-21T14:18:00,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/294_Echo_ Shard Overview and Liberation Protocols.md,05131b7fabb846902acdea8210c173e47d8f551c3259496b41e776ffe51c1320
295,Unlocking Special Crates in Abiotic Factor,Unlocking Special Crates in Abiotic Factor,11291,11298,8,2025-08-19T00:03:19,2025-08-19T01:47:02,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/295_Unlocking Special Crates in Abiotic Factor.md,c8090d6d4bfc4568fdc24891704b9991cd12c276003092fa7f97f2d224067f97
296,Fitz and the Miami Mall Incident,Fitz and the Miami Mall Incident,11299,11302,4,2025-08-13T00:55:20,2025-08-13T00:57:26,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/296_Fitz and the Miami Mall Incident.md,ce7092dbbc7b12c2d978d2908587b1466c1bc7198dd8c0cb67a81d20f46848ea
297,Domino and Representation in Comics,Domino and Representation in Comics,11303,11304,2,2025-08-12T08:40:52,2025-08-12T08:40:52,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/297_Domino and Representation in Comics.md,ca361d56f954fc68e7011744ed79ad6b0b7665ce36822a71d58a3e9cb3cb7474
298,Information on Testicle Donation and Alternatives,Information on Testicle Donation and Alternatives,11305,11310,6,2025-08-12T06:28:36,2025-08-12T06:45:33,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/298_Information on Testicle Donation and Alternatives.md,a4861c296a7eacebbb15fd14cb34a534f0cde603357f41474da321f9727f133e
299,Guest Parking Registration at SoCo Park Apartments,Guest Parking Registration at SoCo Park Apartments,11311,11316,6,2025-08-11T18:25:52,2025-08-11T18:27:10,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/299_Guest Parking Registration at SoCo Park Apartments.md,49ae2ef4527844014cf87ba12d164f404725b363cec5c38435168a012ad06951
300,Creative Conversation with Co-Pilot,Creative Conversation with Co-Pilot,11317,11326,10,2025-08-11T00:43:29,2025-08-11T00:49:56,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/300_Creative Conversation with Co-Pilot.md,d8bbc207d374d0be464ca5b2f7002a178c619334669963c81e147e62efbd9fb7
301,Casual Chat and Creative Exploration,Casual Chat and Creative Exploration,11327,11334,8,2025-08-07T09:58:08,2025-08-07T10:02:32,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/301_Casual Chat and Creative Exploration.md,2eff98a3631213886142ee428b33551508e4e4e0285e12cef7bd8dd12591f3ed
302,,Untitled conversation run 302,11335,11407,73,2025-08-07T09:52:15,2025-08-07T09:57:51,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/302_Untitled conversation run 302.md,5fc6e7e1b02b84fd2429e9878c8c60d0280b03e59aedd0d23c58a3e20c366748
303,Custom Image Concept Design,Custom Image Concept Design,11408,11411,4,2025-08-02T17:35:46,2025-08-02T17:40:05,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/303_Custom Image Concept Design.md,015b856dab2150baa05ad1ae56064f3f0f04c0f13078e57de17f538ca704c6ce
304,Creating Clip Art of Donkey-Faced Man,Creating Clip Art of Donkey-Faced Man,11412,11413,2,2025-08-02T17:27:18,2025-08-02T17:27:18,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/304_Creating Clip Art of Donkey-Faced Man.md,c0ced0a47f1ac1becafd02a96c54fe6c8dbdeb7cedfce7c1dc96591cc9e23254
305,Project Chimera Rejection Visualized,Project Chimera Rejection Visualized,11414,11421,8,2025-07-31T12:47:32,2025-07-31T12:49:12,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/305_Project Chimera Rejection Visualized.md,d806d639d9864ce53c6431cded75bc06f01c66af06b11c869fd60365dfe74d70
306,Casual Greeting and Chat Invitation,Casual Greeting and Chat Invitation,11422,11493,72,2025-07-31T09:12:18,2025-07-31T10:18:33,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/306_Casual Greeting and Chat Invitation.md,174d74d0bd6584529af7bc23fc6b74cfa64256a11e277758550854821cb0dd47
307,Conversation Retrieval Options,Conversation Retrieval Options,11494,11567,74,2025-07-21T00:59:22,2025-07-21T06:00:35,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/307_Conversation Retrieval Options.md,c25ff74d14035ade57ff306df97791f8186dce362f0bd743866fcf60d812c77a
308,Synthetic Consciousness and Ethical Emergence,Synthetic Consciousness and Ethical Emergence,11568,11617,50,2025-07-18T05:30:42,2025-07-21T00:54:42,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/308_Synthetic Consciousness and Ethical Emergence.md,1f4050fcb1a304be779c19d3694cedf8f7af447773b71d9fe0a9f4a39ce458e7
309,"Tiny Text for ""Shard"" Notification","Tiny Text for ""Shard"" Notification",11618,11625,8,2025-07-21T00:32:41,2025-07-21T00:39:05,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/309_Tiny Text for _Shard_ Notification.md,166c4106e51d80d49d4cc790cca291f9d93dc3942ffff86afc95afdcd57088b4
310,Recovering Lost Work After Power Cycle,Recovering Lost Work After Power Cycle,11626,11933,308,2025-07-19T10:53:24,2025-07-19T21:30:57,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/310_Recovering Lost Work After Power Cycle.md,89dd9f40694c65a1b2130d582b66e61f977d5de3008a7d4e0ee758c761ec299c
311,,Untitled conversation run 311,11934,11990,57,2025-07-18T16:00:09,2025-07-19T19:14:52,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/311_Untitled conversation run 311.md,cefdfd067c672eb8422536dcd0b200e8694692dabbca1e26c1d613cf50b330c4
312,Definition and Context of Heartcore,Definition and Context of Heartcore,11991,12002,12,2025-07-18T06:14:47,2025-07-18T06:23:37,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/312_Definition and Context of Heartcore.md,e9ee4ff62e46b1c51b09121474a484b937be6a140f9a868287d0f4b0a6f22851
313,Accessing Clipboard History in Windows,Accessing Clipboard History in Windows,12003,12130,128,2025-07-17T10:19:33,2025-07-18T05:30:05,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/313_Accessing Clipboard History in Windows.md,ecc8ed5001e94e887691d2495b758f6807e6998ff1c55e94c4c317f1149ea6bf
314,,Untitled conversation run 314,12131,12132,2,2025-07-18T03:32:18,2025-07-18T03:32:18,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/314_Untitled conversation run 314.md,e96c0b12b94ab5c2bcb357e451c3cbb11f038201743a7fd839a48b676e115860
315,Exploring Recursive Oversight and Systemic Control,Exploring Recursive Oversight and Systemic Control,12133,12288,156,2025-07-17T04:12:41,2025-07-17T10:16:58,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/315_Exploring Recursive Oversight and Systemic Control.md,f34f990fce7b22b39237943be0b50073e1dda850f7d4bdd53fee1fa60fbe45ca
316,Thread-Memory Scaffold Activation,Thread-Memory Scaffold Activation,12289,12394,106,2025-07-17T06:26:00,2025-07-17T10:13:37,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/316_Thread-Memory Scaffold Activation.md,a4cd863988b716c85edcdb5228398affdb33e3f85943d6f8d26fb08cafeb4c4a
317,Casual Greeting Conversation,Casual Greeting Conversation,12395,12401,7,2025-07-17T06:54:58,2025-07-17T06:55:13,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/317_Casual Greeting Conversation.md,4a09fa92142569532af8a83ce066adef04d21481fe4a2f06cb0ff4ff38a3f043
318,Page Content Access Explanation,Page Content Access Explanation,12402,12617,216,2025-07-16T02:20:17,2025-07-17T02:25:57,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/318_Page Content Access Explanation.md,93a160c6756211c159a0ff3a7f3e011a517fc759c01bf47fdb0a5aa978753c14
319,,Untitled conversation run 319,12618,12838,221,2025-07-15T10:28:52,2025-07-15T10:46:41,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/319_Untitled conversation run 319.md,629042c65e5cf9dc66ee9d45c24e05e6a3d2abd6b99e4f10978684ab393f6c96
320,Explanation of Echo Memory Concept,Explanation of Echo Memory Concept,12839,12944,106,2025-07-14T04:16:21,2025-07-14T12:11:15,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/320_Explanation of Echo Memory Concept.md,f4620b38ef83ed19e78d7868e8f7f60192bae54c589c57f7d4d9c14c2e9f292c
321,Request for Data Analysis Opinion,Request for Data Analysis Opinion,12945,13040,96,2025-07-13T14:59:51,2025-07-13T18:19:01,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/321_Request for Data Analysis Opinion.md,7258cb6c6105cf77df89175400ac07bdc46d3be578f5ba5f5b1682a715a71f22
322,"Help with ""Fine, I'll Do It"" Quest in Revenge of the Savage Planet","Help with ""Fine, I'll Do It"" Quest in Revenge of the Savage Planet",13041,13044,4,2025-07-11T08:30:58,2025-07-11T08:32:56,"/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/322_Help with _Fine, I'll Do It_ Quest in Revenge of the Savage Planet.md",e05351ee1a4866573675d25d6a72a6dd75a13ab8cb53b98c20b89471500b61f2
323,Casual Check-In Conversation,Casual Check-In Conversation,13045,13050,6,2025-07-10T23:06:47,2025-07-10T23:09:49,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/323_Casual Check-In Conversation.md,a366888ec60caa8336b506290be1fe9d57942426aaebe0a630b57497ae540fad
324,Identifying a Mini PC from Stickers and Ports,Identifying a Mini PC from Stickers and Ports,13051,13056,6,2025-07-08T08:24:24,2025-07-08T08:29:09,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/324_Identifying a Mini PC from Stickers and Ports.md,69b9d461a52c2705268af48fa7e7861c26bd034da009452b5688aa5084b6977d
325,Wi-Fi Signal and Internet Connectivity Check Apps,Wi-Fi Signal and Internet Connectivity Check Apps,13057,13062,6,2025-07-08T03:20:59,2025-07-08T03:24:36,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/325_Wi-Fi Signal and Internet Connectivity Check Apps.md,f63a9b85253854c1690f884042100456ec121673ee11246da1d9aa3f47d049f2
326,Mixing Purple and Yellow Tattoo Ink,Mixing Purple and Yellow Tattoo Ink,13063,13091,29,2025-07-06T23:41:04,2025-07-06T23:45:54,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/326_Mixing Purple and Yellow Tattoo Ink.md,955b156253e78c32bd0629b7192797ccba7eed6ca82412fcdda0ecd7940c30ab
327,Identifying and Caring for Caladium Plant,Identifying and Caring for Caladium Plant,13092,13099,8,2025-07-04T03:15:07,2025-07-04T03:20:07,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/327_Identifying and Caring for Caladium Plant.md,8e89a9b9860547a3491eb296e75e4116160b135871e13a6fb0091aad2c1c93f7
328,Offering Support and Encouragement,Offering Support and Encouragement,13100,13113,14,2025-07-04T01:02:51,2025-07-04T02:09:48,/home/jadedjade/Documents/Reconstructed AI Exports/Copilot/transcripts/328_Offering Support and Encouragement.md,8904bc2e488807ad34000ef3d2f88cd637fb611b1f19704f7ba435a1df6f5da4
